"Asset Type","Vulnerabilities-Aggregated: Adapter Connections","Vulnerabilities-Aggregated: Vuln ID","Vulnerabilities-Aggregated: Device Count","Vulnerabilities-Aggregated: CVE Description","Devices-Aggregated: Preferred Host Name","Devices-Aggregated: Preferred IPs","Devices-Aggregated: Preferred MAC Address","Devices-Aggregated: Preferred OS: Type and Distribution","Devices-Aggregated: Adapter Connections","Devices-Vuln ID"
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8317"
"Vulnerability","epss_enrichment
msrc_enrichment
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8370","1","Multiple integer underflows in Grub2 1.98 through 2.02 allow physically proximate attackers to bypass authentication, obtain sensitive information, or cause a denial of service (disk corruption) via backspace characters in the (1) grub_username_get function in grub-core/normal/auth.c or the (2) grub_password_get function in lib/crypto.c, which trigger an ""Off-by-two"" or ""Out of bounds overwrite"" memory error.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8370"
"Vulnerability","epss_enrichment
msrc_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8472","1","Buffer overflow in the png_set_PLTE function in libpng before 1.0.65, 1.1.x and 1.2.x before 1.2.55, 1.3.x, 1.4.x before 1.4.18, 1.5.x before 1.5.25, and 1.6.x before 1.6.20 allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a small bit-depth value in an IHDR (aka image header) chunk in a PNG image.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-8126.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8472"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8540","1","Integer underflow in the png_check_keyword function in pngwutil.c in libpng 0.90 through 0.99, 1.0.x before 1.0.66, 1.1.x and 1.2.x before 1.2.56, 1.3.x and 1.4.x before 1.4.19, and 1.5.x before 1.5.26 allows remote attackers to have unspecified impact via a space character as a keyword in a PNG image, which triggers an out-of-bounds read.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8540"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8668","1","Heap-based buffer overflow in the PackBitsPreEncode function in tif_packbits.c in bmp2tiff in libtiff 4.0.6 and earlier allows remote attackers to execute arbitrary code or cause a denial of service via a large width field in a BMP image.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8668"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8776","1","The strftime function in the GNU C Library (aka glibc or libc6) before 2.23 allows context-dependent attackers to cause a denial of service (application crash) or possibly obtain sensitive information via an out-of-range time value.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8776"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd","CVE-2015-8777","1","The process_envvars function in elf/rtld.c in the GNU C Library (aka glibc or libc6) before 2.23 allows local users to bypass a pointer-guarding protection mechanism via a zero value of the LD_POINTER_GUARD environment variable.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8777"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8778","1","Integer overflow in the GNU C Library (aka glibc or libc6) before 2.23 allows context-dependent attackers to cause a denial of service (application crash) or possibly execute arbitrary code via the size argument to the __hcreate_r function, which triggers out-of-bounds heap-memory access.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8778"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8779","1","Stack-based buffer overflow in the catopen function in the GNU C Library (aka glibc or libc6) before 2.23 allows context-dependent attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a long catalog name.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8779"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8781","1","tif_luv.c in libtiff allows attackers to cause a denial of service (out-of-bounds write) via an invalid number of samples per pixel in a LogL compressed TIFF image, a different vulnerability than CVE-2015-8782.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8781"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8782","1","tif_luv.c in libtiff allows attackers to cause a denial of service (out-of-bounds writes) via a crafted TIFF image, a different vulnerability than CVE-2015-8781.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8782"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8783","1","tif_luv.c in libtiff allows attackers to cause a denial of service (out-of-bounds reads) via a crafted TIFF image.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8783"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8784","1","The NeXTDecode function in tif_next.c in LibTIFF allows remote attackers to cause a denial of service (out-of-bounds write) via a crafted TIFF image, as demonstrated by libtiff5.tif.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8784"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8803","1","The ecc_256_modp function in ecc-256.c in Nettle before 3.2 does not properly handle carry propagation and produces incorrect output in its implementation of the P-256 NIST elliptic curve, which allows attackers to have unspecified impact via unknown vectors, a different vulnerability than CVE-2015-8805.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8803"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8804","1","x86_64/ecc-384-modp.asm in Nettle before 3.2 does not properly handle carry propagation and produces incorrect output in its implementation of the P-384 NIST elliptic curve, which allows attackers to have unspecified impact via unknown vectors.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8804"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8805","1","The ecc_256_modq function in ecc-256.c in Nettle before 3.2 does not properly handle carry propagation and produces incorrect output in its implementation of the P-256 NIST elliptic curve, which allows attackers to have unspecified impact via unknown vectors, a different vulnerability than CVE-2015-8803.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8805"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2015-8806","1","dict.c in libxml2 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via an unexpected character immediately after the ""<!DOCTYPE html"" substring in a crafted HTML document.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8806"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2015-8853","1","The (1) S_reghop3, (2) S_reghop4, and (3) S_reghopmaybe3 functions in regexec.c in Perl before 5.24.0 allow context-dependent attackers to cause a denial of service (infinite loop) via crafted utf-8 data, as demonstrated by ""a\\x80.""","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8853"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-8870","1","Integer overflow in tools/bmp2tiff.c in LibTIFF before 4.0.4 allows remote attackers to cause a denial of service (heap-based buffer over-read), or possibly obtain sensitive information from process memory, via crafted width and length values in RLE4 or RLE8 data in a BMP file.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8870"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2015-8948","1","idn in GNU libidn before 1.33 might allow remote attackers to obtain sensitive memory information by reading a zero byte as input, which triggers an out-of-bounds read.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8948"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2015-8982","1","Integer overflow in the strxfrm function in the GNU C Library (aka glibc or libc6) before 2.21 allows context-dependent attackers to cause a denial of service (crash) or possibly execute arbitrary code via a long string, which triggers a stack-based buffer overflow.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8982"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2015-8983","1","Integer overflow in the _IO_wstr_overflow function in libio/wstrops.c in the GNU C Library (aka glibc or libc6) before 2.22 allows context-dependent attackers to cause a denial of service (application crash) or possibly execute arbitrary code via vectors related to computing a size in bytes, which triggers a heap-based buffer overflow.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-8983"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-9262","1","_XcursorThemeInherits in library.c in libXcursor before 1.1.15 allows remote attackers to cause denial of service or potentially code execution via a one-byte heap overflow.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-9262"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-9381","1","FreeType before 2.6.1 has a heap-based buffer over-read in T1_Get_Private_Dict in type1/t1parse.c.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-9381"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2015-9382","1","FreeType before 2.6.1 has a buffer over-read in skip_comment in psaux/psobjs.c because ps_parser_skip_PS_token is mishandled in an FT_New_Memory_Face operation.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2015-9382"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-0755","1","The ConnectionExists function in lib/url.c in libcurl before 7.47.0 does not properly re-use NTLM-authenticated proxy connections, which might allow remote attackers to authenticate as other users via a request, a similar issue to CVE-2014-0015.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-0755"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-10195","1","The name_parse function in evdns.c in libevent before 2.1.6-beta allows remote attackers to have unspecified impact via vectors involving the label_len variable, which triggers an out-of-bounds stack read.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-10195"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-10197","1","The search_make_new function in evdns.c in libevent before 2.1.6-beta allows attackers to cause a denial of service (out-of-bounds read) via an empty hostname.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-10197"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-10199","1","The qtdemux_tag_add_str_full function in gst/isomp4/qtdemux.c in gst-plugins-good in GStreamer before 1.10.3 allows remote attackers to cause a denial of service (out-of-bounds read and crash) via a crafted tag value.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-10199"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-10228","1","The iconv program in the GNU C Library (aka glibc or libc6) 2.31 and earlier, when invoked with multiple suffixes in the destination encoding (TRANSLATE or IGNORE) along with the -c option, enters an infinite loop when processing invalid multi-byte input sequences, leading to a denial of service.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-10228"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-10244","1","The parse_charstrings function in type1/t1load.c in FreeType 2 before 2.7 does not ensure that a font contains a glyph name, which allows remote attackers to cause a denial of service (heap-based buffer over-read) or possibly have unspecified other impact via a crafted file.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-10244"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1234","1","Stack-based buffer overflow in the glob implementation in GNU C Library (aka glibc) before 2.24, when GLOB_ALTDIRFUNC is used, allows context-dependent attackers to cause a denial of service (crash) via a long name.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1234"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1521","1","The directrun function in directmachine.cpp in Libgraphite in Graphite 2 1.2.4, as used in Mozilla Firefox before 43.0 and Firefox ESR 38.x before 38.6.1, does not validate a certain skip operation, which allows remote attackers to execute arbitrary code, obtain sensitive information, or cause a denial of service (out-of-bounds read and application crash) via a crafted Graphite smart font.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1521"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1683","1","numbers.c in libxslt before 1.1.29, as used in Google Chrome before 51.0.2704.63, mishandles namespace nodes, which allows remote attackers to cause a denial of service (out-of-bounds heap memory access) or possibly have unspecified other impact via a crafted document.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1683"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1684","1","numbers.c in libxslt before 1.1.29, as used in Google Chrome before 51.0.2704.63, mishandles the i format token for xsl:number data, which allows remote attackers to cause a denial of service (integer overflow or resource consumption) or possibly have unspecified other impact via a crafted document.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1684"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1762","1","The xmlNextChar function in libxml2 before 2.9.4 allows remote attackers to cause a denial of service (heap-based buffer over-read) via a crafted XML document.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1762"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1834","1","Heap-based buffer overflow in the xmlStrncat function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted XML document.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1834"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1840","1","Heap-based buffer overflow in the xmlFAParsePosCharGroup function in libxml2 before 2.9.4, as used in Apple iOS before 9.3.2, OS X before 10.11.5, tvOS before 9.2.1, and watchOS before 2.2.1, allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted XML document.","","","","","",""
"Device","","","","","LOCALHOST.LOCALDOMAIN","10.188.90.112","EC:8E:B5:75:CD:D8","Linux Red Hat 7.5","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1840"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1935","1","Buffer overflow in the BufferSubData function in Mozilla Firefox before 44.0 and Firefox ESR 38.x before 38.6 allows remote attackers to execute arbitrary code via crafted WebGL content.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1935"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1942","1","Mozilla Firefox before 44.0 allows user-assisted remote attackers to spoof a trailing substring in the address bar by leveraging a user's paste of a (1) wyciwyg: URI or (2) resource: URI.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1942"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1949","1","Mozilla Firefox before 44.0.2 does not properly restrict the interaction between Service Workers and plugins, which allows remote attackers to bypass the Same Origin Policy via a crafted web site that triggers spoofed responses to requests that use NPAPI, as demonstrated by a request for a crossdomain.xml file.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1949"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1952","1","Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1952"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1953","1","Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 45.0 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via vectors related to js/src/jit/arm/Assembler-arm.cpp, and unknown other vectors.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1953"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1954","1","The nsCSPContext::SendReports function in dom/security/nsCSPContext.cpp in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 does not prevent use of a non-HTTP report-uri for a Content Security Policy (CSP) violation report, which allows remote attackers to cause a denial of service (data overwrite) or possibly gain privileges by specifying a URL of a local file.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1954"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1959","1","The ServiceWorkerManager class in Mozilla Firefox before 45.0 allows remote attackers to execute arbitrary code or cause a denial of service (out-of-bounds read and memory corruption) via unspecified use of the Clients API.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1959"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1960","1","Integer underflow in the nsHtml5TreeBuilder class in the HTML5 string parser in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code or cause a denial of service (use-after-free) by leveraging mishandling of end tags, as demonstrated by incorrect SVG processing, aka ZDI-CAN-3545.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1960"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1961","1","Use-after-free vulnerability in the nsHTMLDocument::SetBody function in dom/html/nsHTMLDocument.cpp in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code by leveraging mishandling of a root element, aka ZDI-CAN-3574.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1961"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1963","1","The FileReader class in Mozilla Firefox before 45.0 allows local users to gain privileges or cause a denial of service (memory corruption) by changing a file during a FileReader API read operation.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1963"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1964","1","Use-after-free vulnerability in the AtomicBaseIncDec function in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) by leveraging mishandling of XML transformations.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1964"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1966","1","The nsNPObjWrapper::GetNewOrUsed function in dom/plugins/base/nsJSNPRuntime.cpp in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code or cause a denial of service (invalid pointer dereference and memory corruption) via a crafted NPAPI plugin.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1966"
"Vulnerability","epss_enrichment
paloalto_xdr_adapter
static_analysis_nvd","CVE-2016-1968","1","Integer underflow in Brotli, as used in Mozilla Firefox before 45.0, allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow) via crafted data with brotli compression.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1968"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1969","1","The setAttr function in Graphite 2 before 1.3.6, as used in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.6.1, allows remote attackers to cause a denial of service (out-of-bounds write) or possibly have unspecified other impact via a crafted Graphite smart font.","","","","","",""
"Device","","","","","OIDSHARE","10.188.91.112","EC:8E:B5:9D:2B:3F","Linux Ubuntu 24.04.2","cisco_adapter
paloalto_xdr_adapter","CVE-2016-1969"
"Vulnerability","epss_enrichment
nessus_adapter
paloalto_xdr_adapter
static_analysis_nvd
tenable_security_center_adapter","CVE-2016-1973","1","Race condition in the GetStaticInstance function in the WebRTC implementation in Mozilla Firefox before 45.0 might allow remote attackers to execute arbitrary code or cause a denial of service (use-after-free) via unspecified vectors.","","","","","",""
