"Aggregated: Adapter Connections","Aggregated: Preferred Host Name","Aggregated: Preferred IPs","Aggregated: Preferred MAC Address","Aggregated: Preferred OS: Type and Distribution"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER107AD05ADMXC","10.188.51.134","6C:4B:90:E2:CF:57","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB282ED10ADMXC","10.188.101.118","E0:BE:03:1E:16:A9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNHD73C07ALMXCO","10.188.72.190","6C:24:08:A1:4D:C6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIE8EF908ADMX09","10.188.81.102","D8:BB:C1:7A:9E:6A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP2024C06ALMXCO","10.188.65.166","6C:24:08:AF:92:7D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPC6A4B06ALMXCO","10.188.224.161","D0:3C:1F:29:66:F7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS3AFE509ALMXCO","10.188.221.234","D8:3B:BF:36:D1:66","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOWF0BB11ADMXCO","10.188.111.153","D8:BB:C1:BA:3D:25","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCBDF8D08ADMXCO","10.188.82.10","D8:BB:C1:7F:DA:B1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOWFC3C11ADMXCO","10.188.111.138","D8:BB:C1:BA:2A:48","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC11393ADMXCO","10.188.31.19","D8:BB:C1:7F:D7:5A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIQ10A348ADMXCO","10.188.136.180","6C:4B:90:B8:80:C6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO7BCDC11ADMXCO","10.188.111.10","D8:BB:C1:7F:CE:6A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDMG01F14ADMXCO","10.188.141.46
10.253.187.196","D4:D2:52:AC:BC:5A
E8:6A:64:11:6C:B3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS125B209ADMXCO","10.188.92.53","D8:BB:C1:80:0F:EB","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFJ107D309ADMXC","10.188.92.168
172.31.16.1","00:15:5D:17:EB:85
6C:4B:90:BA:3E:6A","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0708215ADMXCO","10.188.151.104","D8:BB:C1:7F:6B:7A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDM7F2C14ALMXCO","10.188.142.169","6C:24:08:A1:44:C8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCM10CCB05ADMXC","10.188.51.20","D8:BB:C1:7A:9E:73","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIEFCCD08ADMXCO","10.188.89.65
172.31.32.1","00:15:5D:0B:56:34
00:D8:61:62:55:A1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFB13FC09ADMXCO","10.188.92.188","D8:BB:C1:80:0F:78","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO27E3A10ADMXCO","10.188.107.53","D8:BB:C1:EA:D4:F3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS3FDBA09ALMXCO","10.188.95.49","30:8D:99:17:DD:34","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCT3FD512ALMXCO","10.188.122.25","F4:39:09:85:5E:81","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","XOH139F10ALMXCO","10.188.107.60","6C:24:08:AF:8C:49","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0433515ALMXCO","10.188.214.107","70:D8:23:BA:16:2F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS10F7809ALMXCO","10.188.223.70
192.168.56.1","0A:00:27:00:00:0A
20:C1:9B:BE:18:29","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOK097606ALMXCO","10.188.62.122","90:2E:16:70:9D:1D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFK112B709ALMXC","10.188.92.40","E8:6A:64:FC:82:85","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNH1128C07ADMXC","10.188.71.47","D8:BB:C1:7F:6B:77","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC22E203ADMXCO","10.188.32.158","6C:4B:90:BA:3F:C7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH507FB04ADMXCO","10.188.42.64","74:46:A0:A9:4A:1A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0F18F15ALMXCO","10.188.152.30","8C:8C:AA:BC:88:F5","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIF9AE107ALMXCO","10.188.72.14","6C:24:08:AF:85:75","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOKX05506ADMXCO","10.188.65.139","2C:F0:5D:C1:47:35","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOE10D0311ADMXCO","10.188.112.66","D8:BB:C1:7A:B4:11","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS2100909ADMXCO","10.188.92.54","D8:BB:C1:80:0F:81","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI610A1508ALMXC","10.188.81.221","6C:24:08:A1:4B:92","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD10D0606ALMXC","10.188.175.235","84:A9:38:39:41:28","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI610A2108ALMXC","10.188.86.91","6C:24:08:A1:50:DA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPKED4906ADMXC0","10.188.48.109","04:7C:16:9E:BC:F8","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI71121208ALMXC","10.188.81.116","6C:24:08:AF:8F:1D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB120103ADMXCO","10.188.31.75","D8:BB:C1:80:0F:3C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VCBG04908ADMXCO","10.188.86.57","EC:8E:B5:75:C9:EC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI2047609ADMXCO","10.188.82.100","D8:BB:C1:EE:3F:8A","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPI106F406ALMXC","10.188.62.39","6C:24:08:AE:8F:2D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS13EDA09ALMXCO","10.188.218.168
192.168.56.1","0A:00:27:00:00:14
20:C1:9B:BC:17:7C","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VPK831B06ALMXCO","10.188.205.58
10.188.48.227","20:C1:9B:BD:5A:2E
6C:24:08:A1:43:0C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VVA3FA214ALMXCO","10.188.217.254","34:41:5D:BE:A6:18","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDOFEB110ADMXC0","10.188.102.13","D8:BB:C1:EA:DA:4A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDU2D8212ALMXCO","10.188.122.10","F4:39:09:D6:52:34","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS235FD09ADMXCO","10.188.92.31","D8:BB:C1:7F:DA:32","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC0E0603ADMXCO","10.188.35.230","6C:4B:90:E2:CE:AE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDI309508ADMXCO","10.188.81.139","D8:BB:C1:7F:CE:19","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VP26D8306ALMXCO","10.188.224.80","E8:BF:B8:11:6F:5C","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK1066D06ADMXC","10.188.48.92","D8:BB:C1:80:0E:E1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI9111FA08ADMXC","10.188.82.12","00:D8:61:62:53:10","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS31126B09ADMXC","10.188.95.103","D8:BB:C1:7F:DA:4E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS310C1809ADMXC","10.188.95.200","D8:BB:C1:80:0F:84","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFKEF4D09ALMXCO","10.188.91.134","F8:75:A4:03:61:33","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VY54B4A13GLMXCO","10.188.131.119
192.168.56.1","0A:00:27:00:00:0A
3C:52:82:4D:D5:3A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB113710ADMXCO","10.188.107.76","D8:BB:C1:EA:D5:76","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0691015ALMXCO","10.188.223.80","20:C1:9B:BC:FE:76","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB10EEE10ADMXCO","10.188.101.107","6C:4B:90:DE:6F:80","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VOR3EDC09ALMXCO","10.188.222.162","70:D8:23:BD:98:09","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOBD80510ADMXCO","10.188.101.141","6C:4B:90:DE:D2:4A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XONF02910ADMXCO","10.188.107.90","D8:BB:C1:BA:43:7A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIF105C58ADMXCO","10.188.82.17","6C:4B:90:B4:37:D3","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKED4906ADMXCO","10.188.48.150","D8:BB:C1:BA:3C:7C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGK8B2010ADMXCO","10.188.107.64","E0:BE:03:4D:CB:38","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VJ3CE6F13ADMXCO","10.188.136.179
172.29.80.1
172.30.128.1","00:15:5D:00:79:DB
00:15:5D:31:0D:D2
E0:BE:03:4D:CB:04","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH5BD1204ADMXCO","10.188.42.36","D8:BB:C1:BA:3D:07","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP9A82F06ALMXCO","10.188.65.175","90:2E:16:70:93:41","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X029B6210ADMXCO","10.188.101.198","D8:BB:C1:BA:2A:FE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIEEED808GLMXCO","10.188.81.79","A0:1D:48:F6:FE:5D","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VK09CCA15ADMXCO","10.188.152.15","E0:BE:03:4D:CB:20","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0A87615ADMXCO","10.188.152.17","E0:BE:03:4D:CF:D7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF250C108ALMXCO","10.188.219.142","5C:87:9C:F8:D9:55","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON5FF610ADMXCO","10.188.105.242","E0:BE:03:4D:CB:A6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOWC2CB00ADMXCO","10.188.117.75","A0:D3:C1:08:08:CE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VJ3E32C04ADMXCO","10.188.241.49","D8:BB:C1:7F:69:B1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON3B5610ADMXCO","10.188.101.31","E0:BE:03:4D:CB:A4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIO070B08ALMXCO","10.188.218.79","70:D8:23:B9:E1:46","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON111BE11ADMXC","10.188.107.142","E0:BE:03:4D:CF:93","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOB1AB210ADMXCO","10.188.107.214","D8:BB:C1:BA:2B:1D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON0EDB10ADMXCO","10.188.107.180","E0:BE:03:4D:CB:98","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON78A610ADMXCO","10.188.107.150","E0:BE:03:4D:CB:CE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI0221A08ADMXCO","10.188.82.169","2C:44:FD:1A:30:B4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI010BE48ADMXCO","10.188.82.22","00:D8:61:62:55:CA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X907A9803ADMXCO","10.188.32.67","D8:BB:C1:7F:DA:1F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP41068D06ALMXC","10.188.175.145
192.168.137.1","82:38:FB:3E:F2:F1
84:A9:38:39:3B:08","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VJ3CE7413ADMXCO","10.188.131.70","8C:DC:D4:50:8B:2D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER111C405ADMXC","10.188.51.83","E0:BE:03:4D:CB:C4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF114CD09ADMXCO","10.188.92.56","D8:BB:C1:7F:68:D4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIN225008ADMXCO","10.188.81.121","EC:B1:D7:43:17:CF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI910A2008ADMXC","10.188.82.229","04:7C:16:9E:B6:B6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2112BB8ADMXCO","10.188.81.20","00:D8:61:62:56:C2","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VDI0A6B08ALMXCO","192.168.100.96","20:79:18:D5:14:2F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH2A9B004ADMXCO","10.188.42.213","E0:BE:03:4D:CB:8D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO0D8FC07ALMXCO","10.188.75.84","F4:39:09:85:7F:6D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC7516A14ALMXCO","10.188.138.108","EC:8E:B5:9D:1C:86","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIMFC6C08ADMXCO","10.188.82.80","D8:BB:C1:7A:A6:D9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDU104412ALMXCO","10.188.122.99","98:FA:9B:73:AC:B4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI5FC7208ADMXCO","10.188.131.58","00:D8:61:62:54:75","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO301511ADMXCO","10.188.111.107","00:D8:61:62:55:84","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFK5D9009ALMXCO","10.188.95.246","F8:75:A4:03:77:27","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOM0FCD10ALMXCO","10.55.220.25
192.168.1.69","E4:A4:71:67:A0:34","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VINFC8008ADMXCO","10.188.81.124","8C:DC:D4:2B:46:76","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER109FC05ADMXCO","10.188.51.32","18:60:24:EE:52:DF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI9C86708ADMXCO","10.188.87.212","E0:BE:03:4D:D0:04","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER10DBD05ADMXCO","10.188.52.93","10:E7:C6:AF:37:BE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO6401A11ALMXC0","10.188.218.119","60:A5:E2:E4:5D:F9","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VER107AE5ADMXC","10.188.52.99","A0:48:1C:A7:FC:8F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO17A4711ALMXCO","10.188.110.42
10.253.63.5","70:D8:23:BD:98:0E
F4:A8:0D:6C:63:57","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","SVESEG01S1ADMXC","10.188.200.165
192.168.23.168","10:E7:C6:B9:8C:C1
76:03:06:F7:95:A1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF50006ADMXC0","10.188.48.95","E0:BE:03:4D:DF:53","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDOOD5410ADMXCO","10.188.107.61","D8:BB:C1:EA:DE:37","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XON1081710ADMXC","10.188.101.153","D8:BB:C1:7F:CE:78","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1A24611ALMXCO","10.188.111.180
10.188.209.84","70:D8:23:B9:E1:AA
F4:A8:0D:6C:61:46","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1E71E11ALMXCO","192.168.100.14","70:D8:23:BC:49:FE","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VF2107C308ALMXC","10.188.82.103","88:A4:C2:C2:1A:51","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XGB198203ALMXCO","10.188.219.38
10.188.32.18","D4:E9:8A:6C:76:4A
F4:A8:0D:CD:52:2F","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIHFE8E08ALMXCO","10.188.220.243","80:38:FB:3E:6F:F7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC149503ADMXCO","10.188.32.78","6C:4B:90:BA:3E:83","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VI2133708ADMXC0","10.188.87.222","D8:BB:C1:7F:6D:3F","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDI36DF08ALMXCO","10.188.131.76","6C:24:08:A1:4C:44","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VE21077B05ADMXC","10.188.52.160","10:E7:C6:AC:75:E2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIEFD5408ALMXDO","10.188.219.217","80:38:FB:53:96:48","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIUFC6F08ALMXCO","10.188.220.156","A0:51:0B:41:3F:B1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOW115F611ADMXC","10.188.117.146","E0:BE:03:4D:CB:08","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDDF73205ALMXCO","10.188.51.95","FC:3F:DB:34:26:A8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH215E104ADMXC0","10.188.42.116","D8:BB:C1:BA:2A:3E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOWE5E811ADMXCO","10.188.111.39","D8:BB:C1:BA:3C:9B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VM2345C14ADMXCO","10.188.141.76","90:2E:16:70:97:3B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO11100011ADMXC","10.188.117.113","D8:BB:C1:BA:3D:CF","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2765710ADMXCO","10.188.105.212","D8:BB:C1:7F:CE:FC","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF48D06ALMXCO","10.188.48.176","98:FA:9B:0F:59:D2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIK113DE08ADMXCO","10.188.82.212","00:D8:61:63:2C:00","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKF64E06ALMXCO","10.188.48.189","00:2B:67:53:39:A2","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VF210D6D09ALMXC","10.188.91.71
10.253.53.36
172.19.48.1","00:15:5D:0D:61:6A
84:BA:59:62:D8:9C
C8:6E:08:3D:E3:F7","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEA97F708ADMXCO","10.188.82.77","D8:BB:C1:BA:3C:85","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO8880511ALMXCO","10.188.220.34","20:C1:9B:BE:66:0D","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPK3A6D06ADMXCO","10.188.48.112","04:7C:16:9E:BA:FA","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1783F11ADMXCO","10.188.111.143","D8:BB:C1:BA:3D:62","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIN123C08ALMXCO","10.188.85.45","6C:24:08:AF:8E:27","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO17A2D11ADMXCO","10.188.111.126","D8:BB:C1:BA:3D:73","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIN368108ALMXCO","10.188.85.46","6C:24:08:B4:E0:F1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VERECE405ALMXCO","10.188.51.111","6C:24:08:AF:8F:B3","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VK0E00815ADMXCO","10.188.152.22","D8:BB:C1:BA:43:D7","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEC1077D05ADMXC","10.188.51.26","D8:BB:C1:BA:3D:21","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VC6ABO914ALMXCO","10.188.218.212","60:A5:E2:E3:B3:90","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VUG187812ALMXCO","10.188.122.42","B4:B6:86:8D:BD:E0","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VEC10D9005ADMXC","10.188.52.96","D8:BB:C1:BA:3D:DA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOA5B6F11ALMXCO","10.188.111.99","6C:24:08:A1:4B:DA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNT204707ALMXCO","10.188.72.252","84:A9:38:39:34:C4","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VVA7E66ALMXCO","10.188.138.135","DC:4A:3E:5C:C5:E6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VNT24D107ALMXCO","10.188.75.179","84:A9:38:39:32:98","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter
paloalto_xdr_adapter","VPK1A4A06ALMXCO","10.188.48.142","6C:24:08:AF:92:DD","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDP113C608ADMXC","10.188.82.214","6C:4B:90:B5:1A:AD","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XOC0B6B03ADMXCO","10.188.31.23","6C:4B:90:BA:3E:50","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPK796B06ALMXCO","10.188.48.219","6C:24:08:A1:4C:A2","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VFH93FE08ALMXCO","10.188.81.207","98:FA:9B:0D:1C:DA","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO21159B10ADMXCO","10.188.107.126","D8:BB:C1:BA:43:1E","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPKD04506ALMXCO","10.188.48.47
10.188.65.47","84:A9:38:39:37:E8","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO2100110ADMXCO","10.188.101.126","E0:BE:03:4D:CB:75","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP553A106ALMXCO","10.188.62.180","5C:B9:01:AB:12:4C","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VH43E6104ADMXCO","10.188.41.15","D8:BB:C1:BA:3A:80","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VPD1092606ALMXC","10.188.175.206","6C:24:08:AE:A1:E1","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VP4111B506AGMXC","10.188.175.176","E8:6A:64:24:07:38","Windows 10"
"active_directory_adapter
cisco_adapter
cisco_adapter
paloalto_xdr_adapter","VI31120508ALMXC","10.188.216.130
10.188.85.99","20:C1:9B:BD:EA:ED
6C:24:08:A1:51:04","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XO1398C11ALMXC0","10.188.222.222","80:38:FB:53:35:13","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VDI0B3513ALMXCO","192.168.1.83","BC:F1:71:A9:B2:AD","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","X9019DF03ADMXCO","10.188.32.61","6C:4B:90:B8:80:A8","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VS110CC409ALMXC","10.188.222.123","70:D8:23:B9:D4:C6","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","XDO1A7411ALMXCO","10.188.224.22","98:BD:80:4D:3A:9B","Windows 11"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIMF5A208ADMXCO","10.188.89.49","6C:4B:90:B3:99:1A","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIJ9ADE08ALMXCO","10.188.217.153","D0:3C:1F:11:FD:4B","Windows 10"
"active_directory_adapter
cisco_adapter
paloalto_xdr_adapter","VIJ10D7608ALMXC","10.188.221.8","80:38:FB:3F:33:6F","Windows 10"
